nome_prodotto,quantita,categoria,inizio_promozione,fine_promozione
BAGNODOCCIA CREMA DPUMNA,500ML,IGIENE,2024-02-13,2024-02-26
BAGNODOCCIA CREMA SPUMA NUTRIENTE,650ML,IGIENE,2025-05-20,2025-06-02
BAGNODOCCIA DOVE,750ML,IGIENE,2026-03-24,2026-04-06
BAGNODOCCIA FELCE AZZURRA,650ML,IGIENE,2026-04-21,2026-05-04
BAGNODOCCIA LUXURY,500ML,IGIENE,2024-12-17,2024-12-31
BAGNODOCCIA NEUTRO MEL,600ML,IGIENE,2025-04-22,2025-05-05
BAGNODOCCIA NEUTROMED,600ML,IGIENE,2026-05-19,2026-06-01
BAGNOSCHIUMA CREMA SPUMA DI CHAMPAGNA,150ML,IGIENE,2025-10-21,2025-11-03
BAGNOSCHIUMA FELCE AZZURRA,650ML,IGIENE,2026-01-27,2026-02-09
BAGNOSCHIUMA MALIZIA,1LT,IGIENE,2024-04-02,2024-04-15
BAGNOSCHIUMA PALMOLIVE,300ML,IGIENE,2024-04-16,2024-04-22
BALSAMICO DOTTO NEUTROMED,600ML,IGIENE,2025-12-02,2025-12-15
BANDOCOCCIA,N/D,IGIENE,2026-03-10,2026-03-23
BASSO DOCCIA CREMA SPUMA DI SCHIAMPAGNA,600ML,IGIENE,2025-03-11,2025-03-24
BASSOCOCCIA,750ML,IGIENE,2025-01-28,2025-02-10
BICARBONATO SOLVAY,400G,IGIENE,2025-07-29,2025-08-11
BILANCIA PESAPERSONA DIGITALE JOYTTECH+,N/D,IGIENE,2026-01-27,2026-02-09
BILANCIA PESAPERSONE DIGITALE,N/D,IGIENE,2024-04-02,2024-04-15
BIO PRESTO TOTAL 4+1,1.16LT,IGIENE,2024-12-17,2024-12-31
BOBINA ASCIUGATUTTO,2PZ,IGIENE,2025-06-17,2025-06-30
BOBINA ASCIUGATUTTO DAYLY,N/D,IGIENE,2026-04-07,2026-04-20
BOBINA BRAVO,500X2,IGIENE,2024-10-22,2024-11-04
BOBINA BUFFALO,300STRAPPI,IGIENE,2025-10-21,2025-11-03
BORSETTA PER TRUCCHI TOUCH OF BEAUTY+,N/D,IGIENE,2026-01-27,2026-02-09
BRAVO ASUCIAGUTTO,2ROTOLI,IGIENE,2026-02-10,2026-02-23
BREF WC ALLEGRO MOTIVETTO,50G,IGIENE,2025-03-11,2025-03-24
CANDEGGINA CLASSICA,2.5LT,IGIENE,2025-02-25,2025-03-10
CANDEGGINA CLASSICA DOPPIA SCALA,2LT,IGIENE,2025-10-21,2025-11-03
CANDEGGINA CLASSICA SCALA,2LT,IGIENE,2026-02-24,2026-03-09
CANDEGGINA DENSATTIVA,2LT,IGIENE,2024-01-16,2024-01-29
CANDEGGINA GEL SCALA,2.5LT,IGIENE,2026-01-02,2026-01-12
CANDEGGINA GENTILE VALIDO,2LT,IGIENE,2026-01-13,2026-01-26
CANDEGGINA PROFUMATA,2LT,IGIENE,2026-01-27,2026-02-09
CANDEGGINA PROFUMATA AXA,2.5LT,IGIENE,2026-03-10,2026-03-23
CANDEGGINA PROFUMATA LAVANDA,2LT,IGIENE,2025-03-11,2025-03-24
CANDEGGINA PROFUMATA VIAVANDA,2LT,IGIENE,2024-10-08,2024-10-21
CANDELA PROFUMATA,N/D,IGIENE,2023-12-19,2023-12-31
CAPSULE FAIRY,N/D,IGIENE,2024-02-13,2024-02-26
CAPSULE LAVASTOVIGLIE PRIL CLASSICO,30TAB,IGIENE,2024-09-10,2024-09-23
CAPSULE LAVASTOVIOLIE EXCELLENCE PRIL,20PZ,IGIENE,2026-01-27,2026-02-09
CAPSULE PER LAVASTOVIGLIE FAIRY,N/D,IGIENE,2024-05-21,2024-06-03
CARTA CASA TUTTO CUCINA PIÙ,3ROTOLI,IGIENE,2026-01-27,2026-02-09
CARTA CASA TUTTOFARE SCOTTEX,4PZ,IGIENE,2026-03-10,2026-03-23
CARTA CUCINA PIÙ,3MAXIROTOLI,IGIENE,2025-03-25,2025-04-07
CARTA CUCINA STYLE MAXI FOGLI TUTTO,2ROTOLI,IGIENE,2026-05-19,2026-06-01
CARTA DA CUCINA QUANTO BASTA SCOTTEX,3ROTOLI,IGIENE,2026-05-05,2026-05-18
CARTA DA FORNO DOMO PAK,8M,IGIENE,2025-04-08,2025-04-21
CARTA FORNO IN FOGLI DOMO PAK,25FOGLI,IGIENE,2024-10-08,2024-10-21
CARTA FORNO PER FRIGGITRICE AD ARIA CUKI,25FOGLI,IGIENE,2025-10-07,2025-10-20
CARTA IGIENICA,8ROTOLI,IGIENE,2026-01-13,2026-01-26
CARTA IGIENICA 2 VELI 4 MAXI ROTOLI,4PZ,IGIENE,2025-06-03,2025-06-16
CARTA IGIENICA BRAVO,6ROTOLI,IGIENE,2026-06-02,2026-06-15
CARTA IGIENICA CAREZZA DI LATTE TENDERLY,4PZ,IGIENE,2025-02-25,2025-03-10
CARTA IGIENICA CHRISTMAS,4ROTOLI,IGIENE,2023-12-19,2023-12-31
CARTA IGIENICA CLASSICA,24PZ,IGIENE,2025-01-28,2025-02-10
CARTA IGIENICA COMPACT,4ROTOLI,IGIENE,2026-05-19,2026-06-01
CARTA IGIENICA DAYLY,6ROLI,IGIENE,2025-12-02,2025-12-15
CARTA IGIENICA FAMILY SCOTTEX,4ROTOLI,IGIENE,2026-01-27,2026-02-09
CARTA IGIENICA LA MAXI SCOTTEX,4ROTOLI,IGIENE,2025-10-21,2025-11-03
CARTA IGIENICA LALYNEA,8ROTOLI,IGIENE,2024-12-17,2024-12-31
CARTA IGIENICA PINK TENDERLY,12ROTOLI,IGIENE,2026-05-05,2026-05-18
CARTA IGIENICA PULITO COMPLETO SCOTTEX,12PZ,IGIENE,2026-04-21,2026-05-04
CARTA IGIENICA SCOTTEX,4ROTOLI,IGIENE,2026-04-07,2026-04-20
CARTA IGIENICA SCOTTEX 4-12,N/D,IGIENE,2025-10-21,2025-11-03
CARTA IGIENICA SCOTTONELLE,N/D,IGIENE,2024-12-03,2024-12-16
CARTA IGIENICA SCOTTONELLE MAXI,4ROTOLI,IGIENE,2024-08-27,2024-09-09
CARTA IGIENICA SOFT BREEZE TENDERLY,16ROTOLI,IGIENE,2024-02-13,2024-02-26
CARTA IGIENICA TENDERLY,12ROT,IGIENE,2026-01-02,2026-01-12
CARTA IGIENICA TENDERLY GRAN ROTOLO,12PZ,IGIENE,2024-11-05,2024-11-18
CARTA IGIENICA THAT'S AMORE,8ROTOLI,IGIENE,2026-02-24,2026-03-09
CARTA IGIENICA ULTRA COMFORT TENDERLY,4ROTOLI,IGIENE,2026-03-10,2026-03-23
CARTA IGIENICA UMIDIFICATA SCOTTEX,42PZ,IGIENE,2025-01-14,2025-01-27
CARTA IGIENICA XMAS,4ROTOLLI,IGIENE,2024-12-17,2024-12-31
CATTURA COLORE,36FOGLI,IGIENE,2026-06-02,2026-06-15
CATTURA COLORE BRAUN,36FOGLI,IGIENE,2025-08-26,2025-09-08
CATTURA COLORE BRAWN EASY,56PANNI,IGIENE,2025-10-21,2025-11-03
CATTURA POLVERE SWIFFER,64PANNI,IGIENE,2026-05-05,2026-05-18
CATTURA POLVERE SWIFFER KIT,4PLUMINI,IGIENE,2024-06-18,2024-07-01
CATTURACOLORE,40PANNI,IGIENE,2024-04-02,2024-04-15
CATTURACOLORE CHUCKERS,20PANNI,IGIENE,2024-03-12,2024-03-18
CATTURACOLORE SUPER WIPES,10PZ,IGIENE,2024-11-05,2024-11-18
CATTURAPOLVERE MAGIC CLEAN,30PANNI,IGIENE,2026-02-24,2026-03-09
CEROTTO THERMO,3PZ,IGIENE,2024-01-02,2024-01-15
CEROTTO THERMO BENESSERE,N/D,IGIENE,2026-01-02,2026-01-12
CHANTE CLAIR,1LT,IGIENE,2024-02-13,2024-02-26
CHANTECLAIR PULITO PROFONDO,1.57LT,IGIENE,2024-10-08,2024-10-21
COLLUTORIO COOL MINT LISTERINE,1LT,IGIENE,2026-03-24,2026-04-06
COLLUTORIO DENTI E GENGIVE ORAL-B,500ML,IGIENE,2024-10-22,2024-11-04
COLLUTORIO PLAX COLGATE,500ML,IGIENE,2024-05-07,2024-05-20
COLOR SENSATION GARNIER,N/D,IGIENE,2024-11-05,2024-11-18
COLORAZIONI PER CAPELLI COLOR SENSATION GARNIER,N/D,IGIENE,2026-05-05,2026-05-18
CONFEZIONE BAGNETTO CARESSE,N/D,IGIENE,2025-12-02,2025-12-15
CONFEZIONE CARESSE,N/D,IGIENE,2023-12-05,2023-12-18
CREMA CIF,500ML,IGIENE,2025-10-21,2025-11-03
CREMA CIF CLASSICO,500ML,IGIENE,2026-02-24,2026-03-09
CREMA COLORANTE,N/D,IGIENE,2026-01-13,2026-01-26
CREMA DI SAPONE MANI,750ML,IGIENE,2024-09-24,2024-10-07
CREMA VISO REVITALIFT,50ML,IGIENE,2024-04-02,2024-04-15
CREME SOLARI AMBRE SOLAIRE GARNIER,N/D,IGIENE,2026-05-19,2026-06-01
DEEP CLEAN REFILLS FLEX & CATCH VILEDA,5PZ,IGIENE,2025-11-18,2025-12-01
DENTIFRICE MENTADENT,100ML,IGIENE,2024-04-16,2024-04-22
DENTIFRICIO ADVANCED WHITE COLGATE,100ML,IGIENE,2026-03-24,2026-04-06
DENTIFRICIO AQUAFRESH,75MLX6,IGIENE,2025-11-04,2025-11-17
DENTIFRICIO AZ,65ML,IGIENE,2026-04-07,2026-04-20
DENTIFRICIO COLGATE,100ML,IGIENE,2026-05-19,2026-06-01
DENTIFRICIO COLGATE FRESH GEL,100ML,IGIENE,2024-03-12,2024-03-18
DENTIFRICIO COLGATE HERBAL ORIGINAL,75ML,IGIENE,2024-05-07,2024-05-20
DENTIFRICIO COLGATE WHITENING,75ML,IGIENE,2024-04-02,2024-04-15
DENTIFRICIO COMPLETE PROTECTION,75ML,IGIENE,2024-07-30,2024-08-12
DENTIFRICIO MAX FRESH COLGATE,100ML,IGIENE,2025-08-12,2025-08-25
DENTIFRICIO MAX WHITE,75ML,IGIENE,2025-03-11,2025-03-24
DENTIFRICIO MAX WHITE COLGATE,75ML,IGIENE,2024-10-22,2024-11-04
DENTIFRICIO MAXIMUM CAVITY PROTECTION COLGATE,100ML,IGIENE,2026-02-24,2026-03-09
DENTIFRICIO MENTADENT P,75MLX2,IGIENE,2025-07-29,2025-08-11
DENTIFRICIO ORAL-B,75ML,IGIENE,2025-06-17,2025-06-30
DENTIFRICIO ORIGINAL PARODONTAX,100ML,IGIENE,2025-10-21,2025-11-03
DENTIFRICIO PASTA DEL CAPITANO BAKING SODA,75ML,IGIENE,2026-01-02,2026-01-12
DENTIFRICIO PEPSODENT,75ML,IGIENE,2025-07-15,2025-07-28
DENTIFRICIO SENSODYNE,100ML,IGIENE,2025-02-25,2025-03-10
DENTIFRICIO TRIPLA PROTEZIONE AQUAFRESH,75MLX6,IGIENE,2026-03-10,2026-03-23
DENTIFRICIO TRIPLE ACTION COLGATE,125ML,IGIENE,2025-10-07,2025-10-20
DEO CARE SAUBER,N/D,IGIENE,2023-12-05,2023-12-18
DEO ROLL-ON DOVE,50ML,IGIENE,2024-08-27,2024-09-09
DEOCORANTE DOVE PROFUMAZIONI,250ML,IGIENE,2024-04-02,2024-04-15
DEODORANTE ADIDAS PRO INVISIBLE,150ML,IGIENE,2025-07-29,2025-08-11
DEODORANTE AXE,150ML,IGIENE,2026-03-24,2026-04-06
DEODORANTE BORATALCO,150ML,IGIENE,2024-05-21,2024-06-03
DEODORANTE CARE SAUBER,N/D,IGIENE,2025-11-18,2025-12-01
DEODORANTE DOVE,150ML,IGIENE,2026-05-19,2026-06-01
DEODORANTE NIVEA,50ML,IGIENE,2025-07-15,2025-07-28
DEODORANTE ROLL-ON DOVE,50ML,IGIENE,2025-04-22,2025-05-05
DEODORANTE ROLL-ON NIVEA,50ML,IGIENE,2025-03-11,2025-03-24
DEODORANTE SAUBER,N/D,IGIENE,2026-04-21,2026-05-04
DEODORANTE SPRAY,300ML,IGIENE,2025-02-25,2025-03-10
DEODORANTE SPRAY AZZURRA FELCE AZZURRA,150ML,IGIENE,2026-05-05,2026-05-18
DEODORANTE UOMO,150ML,IGIENE,2026-01-13,2026-01-26
DETERGENTE,580ML,IGIENE,2026-03-24,2026-04-06
DETERGENTE CHANTE CLAIR,625ML,IGIENE,2026-02-24,2026-03-09
DETERGENTE CHANTECLAIR,625ML,IGIENE,2025-06-17,2025-06-30
DETERGENTE CONCENTRATO PER PIATTI CHIANTE CLAR,N/D,IGIENE,2025-02-25,2025-03-10
DETERGENTE DIVERSI TIPI,580ML,IGIENE,2025-10-21,2025-11-03
DETERGENTE DOPRO FRAGRANZA RAVIVIVA EMULSIO,750ML,IGIENE,2026-02-10,2026-02-23
DETERGENTE GEL PAVIMENTI VALIDO,1.25LT,IGIENE,2026-02-24,2026-03-09
DETERGENTE HINTING,250ML,IGIENE,2025-06-17,2025-06-30
DETERGENTE IGIENIZZANTE LYSOFORM,500ML,IGIENE,2024-02-27,2024-03-11
DETERGENTE INTERNO FELCE AZZURRA,250ML,IGIENE,2025-12-02,2025-12-15
DETERGENTE INTIME NEUTROMED,300ML,IGIENE,2026-01-27,2026-02-09
DETERGENTE INTIMO,300ML,IGIENE,2026-06-02,2026-06-15
DETERGENTE INTIMO AFFINITY CARE,300ML,IGIENE,2025-09-09,2025-09-22
DETERGENTE INTIMO CAMOMILLA E MALVA,300ML,IGIENE,2024-06-18,2024-07-01
DETERGENTE INTIMO CERA DI CUPRA,200ML,IGIENE,2026-01-02,2026-01-12
DETERGENTE INTIMO DAILY TOUCH,300ML,IGIENE,2025-08-26,2025-09-08
DETERGENTE INTIMO DAILY TOUCH CAMOMILLA E MALVA,300ML,IGIENE,2025-06-03,2025-06-16
DETERGENTE INTIMO FELCE AZZURRA,250ML,IGIENE,2026-02-24,2026-03-09
DETERGENTE INTIMO FRIA,300ML,IGIENE,2025-05-20,2025-06-02
DETERGENTE INTIMO NEUTRO MED,200ML,IGIENE,2024-10-22,2024-11-04
DETERGENTE INTIMO NEUTROMED,300ML,IGIENE,2026-04-07,2026-04-20
DETERGENTE INTIMO SENSITIVE CHILLY,450ML,IGIENE,2024-03-12,2024-03-18
DETERGENTE INTIMO SPUMA DI SCAMPAGNA,300ML,IGIENE,2025-10-07,2025-10-20
DETERGENTE LAVATRICE ECO,1.2LT,IGIENE,2025-12-02,2025-12-15
DETERGENTE LIQUIDO BIO PRESTO TOTAL 4+1,1.16LT,IGIENE,2024-06-18,2024-07-01
DETERGENTE LIQUIDO OMINO BIANCO,2LT,IGIENE,2025-04-22,2025-05-05
DETERGENTE LIQUIDO PULITO & IGIENE DIXAN,N/D,IGIENE,2024-05-07,2024-05-20
DETERGENTE MASTRO LINDO,500ML,IGIENE,2024-01-16,2024-01-29
DETERGENTE MASTRO LINDO LIMONI DI SICILIA,ML930,IGIENE,2024-02-27,2024-03-11
DETERGENTE PAVIMENTI CHANTECLAIRE VERT,1LT,IGIENE,2026-05-19,2026-06-01
DETERGENTE PAVIMENTI MULTIUSO CIF,1LT,IGIENE,2025-02-11,2025-02-24
DETERGENTE PER PIATTI SEITA,2LT,IGIENE,2025-03-25,2025-04-07
DETERGENTE PIATTI,N/D,IGIENE,2025-01-14,2025-01-27
DETERGENTE PIATTI CHANTE CLAIR VERT,500ML,IGIENE,2025-05-20,2025-06-02
DETERGENTE PIATTI CIF,2LT,IGIENE,2025-10-21,2025-11-03
DETERGENTE PIATTI CONCENTRATO NELSEA,500ML,IGIENE,2024-03-12,2024-03-18
DETERGENTE QUASAR,500ML,IGIENE,2026-05-19,2026-06-01
DETERGENTE RAVVIVA EMULSIO,750ML,IGIENE,2025-02-25,2025-03-10
DETERGENTE RAVVIVA EMULSIONE,750ML,IGIENE,2025-05-20,2025-06-02
DETERGENTE RAVVIVUSCULO,750ML,IGIENE,2026-04-07,2026-04-20
DETERGENTE SPRAY,750ML,IGIENE,2024-06-04,2024-06-17
DETERGENTE TUTTE LE SUPERFICI BREF,1.25LT,IGIENE,2025-08-12,2025-08-25
DETERGENTE VALIDO,750ML,IGIENE,2026-06-02,2026-06-15
DETERGENTE VALIDO VETRI,750ML,IGIENE,2026-01-13,2026-01-26
DETERGENTE VETRI,750ML,IGIENE,2025-01-28,2025-02-10
DETERGENTE VETRIL,650ML,IGIENE,2026-05-05,2026-05-18
DETERGENTE VETRIL VETRI E MULTIUSO,650ML,IGIENE,2026-02-24,2026-03-09
DETERGIVO CONCENTRATO PIATTI,900ML,IGIENE,2026-04-07,2026-04-20
DETERGIVO UNIVERSALE GENERAL,2LT,IGIENE,2026-03-10,2026-03-23
DETERSENTE INTIMO,300ML,IGIENE,2024-09-24,2024-10-07
DETERSIEVO PIATTI VEST,500ML,IGIENE,2026-02-10,2026-02-23
DETERSIONE VALIDO VETRI,750ML,IGIENE,2024-04-02,2024-04-15
DETERSIONE VETRI,750ML,IGIENE,2024-09-24,2024-10-07
DETERSIVO CAPI SPORTIVI CHANTECLAIR,900ML,IGIENE,2024-09-10,2024-09-23
DETERSIVO CONCENTRATO PER PIATTI CHANTECLAIR,500ML,IGIENE,2024-10-22,2024-11-04
DETERSIVO CONCENTRATO PIATTI,900ML,IGIENE,2024-01-16,2024-01-29
DETERSIVO IGIENIZZANTE PER LAVATRICE SCALA,1LT,IGIENE,2025-10-21,2025-11-03
DETERSIVO LAVATRICE BIO PRESTO,1LT,IGIENE,2025-06-17,2025-06-30
DETERSIVO LAVATRICE FELCE AZZURRA,1.8LT,IGIENE,2026-02-10,2026-02-23
DETERSIVO LAVATRICE GENERAL UNIVERSALE,4KG,IGIENE,2026-01-13,2026-01-26
DETERSIVO LAVATRICE LAVANDA SCALA,800G,IGIENE,2026-06-02,2026-06-15
DETERSIVO LAVATRICE MARSIGLIA CHANTECLAIR,3.78LT,IGIENE,2026-03-24,2026-04-06
DETERSIVO LAVATRICE NERODIGILI,1.35LT,IGIENE,2026-03-24,2026-04-06
DETERSIVO LAVATRICE OMINO BIANCO,1.7KG,IGIENE,2024-11-05,2024-11-18
DETERSIVO LAVATRICE SPUMA DI SCIAMPAGNA MARSIGLIA,4.14KG,IGIENE,2026-05-05,2026-05-18
DETERSIVO LAVATRICE UNIVERSALE GENERAL 5 IN 1,2.97KG,IGIENE,2025-05-06,2025-05-19
DETERSIVO LIQUIDO LAVATRICE,100LAV,IGIENE,2026-06-02,2026-06-15
DETERSIVO LIQUIDO PER LAVATRICE,5LT,IGIENE,2026-04-07,2026-04-20
DETERSIVO LIQUIDO PIATTI CON DISPENSER KOP,750ML,IGIENE,2024-07-16,2024-07-29
DETERSIVO LIQUIDO TOTAL 4+1 PRESTO,N/D,IGIENE,2025-07-29,2025-08-11
DETERSIVO PAVIMENTI FABULOSO,950ML,IGIENE,2025-05-06,2025-05-19
DETERSIVO PER BUCATO,1.85LT,IGIENE,2025-06-03,2025-06-16
DETERSIVO PER BUCATO CLASSICO,5LT,IGIENE,2025-10-21,2025-11-03
DETERSIVO PER BUCATO IGIENIZZANTE BICARBONATO SCALA,4LT,IGIENE,2024-07-30,2024-08-12
DETERSIVO PER BUCATO MARSIGLIA,1.85LT,IGIENE,2024-08-27,2024-09-09
DETERSIVO PER LAVATRICE,1.75LT,IGIENE,2025-09-23,2025-10-06
DETERSIVO PER LAVATRICE DELRINO,1.75LT,IGIENE,2024-03-12,2024-03-18
DETERSIVO PER PAVIMENTI,1LT,IGIENE,2025-01-28,2025-02-10
DETERSIVO PER PAVIMENTI VALIDO,1LT,IGIENE,2026-03-10,2026-03-23
"DETERSIVO PER PAVIMENTI VALIDO ACQUA MARINA E FELCE, LAVANDA E ORCHIDEA",1LT,IGIENE,2025-06-03,2025-06-16
DETERSIVO PER PIATTI,5LT,IGIENE,2026-01-13,2026-01-26
DETERSIVO PER PIATTI BRILLA,5LT,IGIENE,2026-05-05,2026-05-18
DETERSIVO PER PIATTI LIMONE,1LT,IGIENE,2026-06-02,2026-06-15
DETERSIVO PER PIATTI SCALA,750ML,IGIENE,2025-11-18,2025-12-01
DETERSIVO PIATTI,300ML,IGIENE,2026-01-02,2026-01-12
DETERSIVO PIATTI CHANTE CLAIR,500ML,IGIENE,2024-02-27,2024-03-11
DETERSIVO PIATTI CIF,2LT,IGIENE,2025-07-15,2025-07-28
DETERSIVO PIATTI CONCENTRATO MELSEN,450ML,IGIENE,2026-03-10,2026-03-23
DETERSIVO PIATTI LIVOV,300ML,IGIENE,2026-04-21,2026-05-04
DETERSIVO PIATTI NELSEN,850ML,IGIENE,2026-03-24,2026-04-06
DETERSIVO PIATTI PROFUMAZIONI DIVERSE,500ML,IGIENE,2025-10-21,2025-11-03
DETERSIVO PIATTI SCALA,750ML,IGIENE,2026-05-19,2026-06-01
DETERSIVO PIATTI SCALA LIMONE,N/D,IGIENE,2025-07-29,2025-08-11
DETERSIVO PROFESSIONAL CIF,1LT,IGIENE,2026-05-05,2026-05-18
DETERSIVO PULITO & IGIENE DIXAN,855ML,IGIENE,2024-10-22,2024-11-04
DETERSIVO RAVVIVVA SCALA,N/D,IGIENE,2025-10-21,2025-11-03
DETERSIVO UNIVERSALE GENERAL,2LT,IGIENE,2025-09-09,2025-09-22
DIFFUSORE PER AMBIENTI,250ML,IGIENE,2024-11-19,2024-12-02
DISCHETTI PER TRUCCO,80PZ,IGIENE,2026-06-02,2026-06-15
DISCHETTI STRUCCANTI,80PZ,IGIENE,2026-01-27,2026-02-09
DISGORGANTE CON CANDEGGINA,1LT,IGIENE,2025-02-25,2025-03-10
DISGORGANTE CON CANDEGGINA SCALA,1LT,IGIENE,2026-02-24,2026-03-09
DISGORGANTE SCALA CON CANDEGGIANA,1LT,IGIENE,2024-02-27,2024-03-11
DISPENSER SACCHETTI IGIENICI,15PZ,IGIENE,2025-10-07,2025-10-20
DIXAN POWER CAPS CLASSICO,40CAPS,IGIENE,2024-07-16,2024-07-29
DIXAN PULITO E IGIENE,850ML,IGIENE,2025-07-15,2025-07-28
DOCCIA SCHIUMA,300ML,IGIENE,2026-01-13,2026-01-26
DOCCIA SCHIUMA DIVERSO TIPO,300ML,IGIENE,2024-09-10,2024-09-23
DOCCIA SCHIUMA LUX,300ML,IGIENE,2025-07-15,2025-07-28
DOCCIA SCHIUMA MUSCHIO BIANCO ARGAN & MACADAMIA CANDY,300ML,IGIENE,2025-06-03,2025-06-16
DOCCIA SHAMPOO,500ML,IGIENE,2025-09-23,2025-10-06
DOCCIA SHAMPOO LUXURY,500ML,IGIENE,2025-04-08,2025-04-21
DOCCIABRONE BILBOA,250ML,IGIENE,2025-07-01,2025-07-14
DOCCIASHUMMA SUNFLOWERS FELCE AZZURRA,250ML,IGIENE,2024-06-18,2024-07-01
DOCLIA BRONZANTE BILBOA,200ML,IGIENE,2026-05-19,2026-06-01
DOC{C}A FELCE AZZURRA,250ML,IGIENE,2026-04-07,2026-04-20
DUSTING KIT FLEX & CATCH VILEDA,N/D,IGIENE,2026-05-05,2026-05-18
ECO DETERGENTE LAVASTICHE,24LAVAGGI,IGIENE,2025-02-11,2025-02-24
ECO DETERGENTE PIATTI,1LT,IGIENE,2025-12-02,2025-12-15
ECODETERGENTE PIATTI CHANTE CLAIR LIMONE E BASILICO,500ML,IGIENE,2024-06-18,2024-07-01
ECODETERGENTE PIATTI CHANTECLAIR VERT,N/D,IGIENE,2024-12-03,2024-12-16
ECODETERSIVE LAVATRICE VERT,N/D,IGIENE,2025-07-29,2025-08-11
ECODETERSIVE PIATTI VERT,N/D,IGIENE,2025-07-29,2025-08-11
ECONIRICARICA LAVATRICE VEST,1.024LT,IGIENE,2024-12-17,2024-12-31
ELETTRO EMANATORE INSETTICIDA + RICARICA,45NOTTI,IGIENE,2026-06-02,2026-06-15
ELVINE L'OREAL,500ML,IGIENE,2025-12-02,2025-12-15
ELVIVE DI VERSI TIPI,N/D,IGIENE,2026-02-10,2026-02-23
ELVIVE L'ORÉAL,N/D,IGIENE,2026-05-19,2026-06-01
EXTRA CHANGE CHANTE CLAIRE,500ML,IGIENE,2026-01-13,2026-01-26
EXTRA POWER CHANTE CLAIR,500ML,IGIENE,2024-01-16,2024-01-29
EXTRA POWER CHANTECLAIR,500ML,IGIENE,2025-01-14,2025-01-27
EXTRA POWER MILLEMACHIE,500ML,IGIENE,2025-11-18,2025-12-01
FAZZOLETTI,10PACCHETTI,IGIENE,2025-10-07,2025-10-20
FAZZOLETTI BALSAM SCOTEX,10PACCHETTI,IGIENE,2025-01-03,2025-01-13
FAZZOLETTI BRAVO,10PACCHETTI,IGIENE,2025-01-14,2025-01-27
FAZZOLETTI CAREZZA TENDERLY,10PACCHETTI,IGIENE,2026-01-27,2026-02-09
FAZZOLETTI FANTASIE ASSORTITE,6PZ,IGIENE,2025-08-26,2025-09-08
FAZZOLETTI FIOR DI CARTA,10PZ,IGIENE,2026-03-10,2026-03-23
FAZZOLETTI MINECRAFT,6PACHETTI,IGIENE,2025-10-21,2025-11-03
FAZZOLETTI SCOTTEX,36PZ,IGIENE,2025-11-18,2025-12-01
FAZZOLETTI SCOTTEX TUTTIGIORNI,12PACCHETTI,IGIENE,2024-04-16,2024-04-22
FAZZOLETTI TENDERLY,30PACCHETTI,IGIENE,2024-02-13,2024-02-26
FAZZOLETTI TUTTI GIORNI SCOTTEX,10PACCHETTI,IGIENE,2025-10-21,2025-11-03
FERRO DA STIRO LORD TERMOZETA,N/D,IGIENE,2025-01-03,2025-01-13
FERRO DA STIRO MILORD 7800 TERMOZETTA,N/D,IGIENE,2026-01-02,2026-01-12
FINISH ALL IN 1,600ML,IGIENE,2025-07-15,2025-07-28
FINISH POWERBALL CLASSIC,1.76KG,IGIENE,2024-03-19,2024-04-01
FLATMOP SISTEMA LAVAPAVIMENTI H2PRO,N/D,IGIENE,2026-02-24,2026-03-09
FLEX & CATCH VILEDA,5PZ,IGIENE,2026-05-05,2026-05-18
FOGLIETTI PER ASCIUGATRICE SPUMA DI SCIAMPAGNA,40PZ,IGIENE,2024-01-16,2024-01-29
FRESCHI DISCS DUCK LAVANDA,G36,IGIENE,2024-02-27,2024-03-11
FRESH DISCS DUCK,N/D,IGIENE,2025-02-25,2025-03-10
FRUCTIS GARNIER,200ML,IGIENE,2025-03-25,2025-04-07
GEL DOCCIA FLAMINGO,400ML,IGIENE,2024-07-30,2024-08-12
GEL EXCELLENCE DUO LAVASTOVIGLIE PRIL,540ML,IGIENE,2025-11-18,2025-12-01
GEL LAVASTOVIGLIE PLATINUM FAIRY,840ML,IGIENE,2023-12-19,2023-12-31
GEL LAVASTOVIGLIE PRIL,630ML,IGIENE,2024-01-02,2024-01-15
GEL LAVASTOVIGLIE SCALA,750ML,IGIENE,2026-06-02,2026-06-15
GEL WC NET,700ML,IGIENE,2026-02-10,2026-02-23
GENERAL UNIVERSALE,54LAVAGGI,IGIENE,2025-10-07,2025-10-20
GENERAL UNIVERSALE 5 IN 1,2.87KG,IGIENE,2025-02-11,2025-02-24
GILLETTE BLUE 3,8PZ,IGIENE,2024-10-22,2024-11-04
GLISS SCHWARZKOPF,200ML,IGIENE,2025-11-18,2025-12-01
GUANCIALE SAPONETTA,N/D,IGIENE,2024-10-22,2024-11-04
GUANTI EXTRA SENSATION VILEDA,N/D,IGIENE,2026-05-19,2026-06-01
GUANTI EXTRA SENSITIVE VILEDA,N/D,IGIENE,2026-03-10,2026-03-23
GUANTI SUPER UNIVERSAL,N/D,IGIENE,2026-02-24,2026-03-09
GUANTI SUPER UNIVERSAL VILEDA,N/D,IGIENE,2025-02-11,2025-02-24
I PROVENZALI BIO,N/D,IGIENE,2025-03-11,2025-03-24
INTENSE MINT FRESH WHITE,50PZ,IGIENE,2025-01-28,2025-02-10
KIT PIUNIMO CATTURA POLVERE TONITA BY ARIX,4X1PZ,IGIENE,2026-02-24,2026-03-09
